16S_rRNA_seq_30_1305444119_HT2_genus-table.tsv	HorseThief_lake_water_2
16S_rRNA_seq_30_1302373217_HT3_genus-table.tsv	HorseThief_in_cultivation
16S_rRNA_seq_30_1326789214_HTF_genus-table.tsv	HorseThief_in_cultivation_2
